address_name,category_name,place_name,x,y,tags,cozy,cheep,walk,friend
서울 마포구 대흥동 241-26,['Shabu-Shabu'],스키당,126.943949729635,37.5464268613867,"cozy, social, healthy options","[1.0, 0.10475678, 0.16916254, 0.023920046]","[0.17372674, 0.0744294, 0.13446212, 0.046348408]","[0.13672116, 0.014821317, 0.108431734, 0.04468237]","[0.15522578, 0.0844524, 0.020283777, 0.029084]"
서울 마포구 대흥동 241-26,"['Korean cuisine', 'Noodle']",엄마손칼국수,126.943940690356,37.5464088371174,"authentic, comfort food, fast service","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 염리동 155-1,"['Korean cuisine', 'meat', 'Meat']",통큰갈비 마포공덕점,126.9448298229971,37.5468192103778,"authentic, comfort food, great value","[0.18852618, 0.30283868, 0.1538816, 0.14853188, 0.0054987967]","[0.12735711, 0.11346475, 0.22343624, 0.1500135, 0.16450217]","[0.017013624, 0.1585826, 0.15315904, 0.15217099, 0.014076366]","[0.08109746, 0.17046574, 0.020275917, 0.18838301, 0.0307622]"
서울 마포구 염리동 157-23,"['Asian food', 'Southeast Asian food', 'Thai food']",리틀방콕 공덕경의선숲길점,126.94494135556,37.545955204468,"exotic, flavorful, spicy","[0.23878402, 0.1916009, 0.23361094]","[0.23001745, 0.16088325, 0.18067366]","[0.038818747, 0.034671098, 0.028955176]","[0.071274735, 0.07216534, 0.14915049]"
서울 마포구 염리동 155-12,"['Korean cuisine', 'Seafood', 'Fish']",천장어 마포대흥역점,126.944415875209,37.5465243896146,"authentic, comfort food, great value","[0.18852618, 0.30283868, 0.1538816, 0.14853188, 0.0054987967]","[0.12735711, 0.11346475, 0.22343624, 0.1500135, 0.16450217]","[0.017013624, 0.1585826, 0.15315904, 0.15217099, 0.014076366]","[0.08109746, 0.17046574, 0.020275917, 0.18838301, 0.0307622]"
서울 마포구 대흥동 441-1,"['a fusion dish', 'Fusion Korean food']",정각,126.943950158005,37.5458547272524,"authentic, comfort food, fast service","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 대흥동 436-1,"['form', 'French food']",파사주,126.94381092601762,37.54591683001238,", great value, vegetarian options","[0.14853188, 0.0054987967, 0.13680255, 0.023920046]","[0.1500135, 0.16450217, 0.1363306, 0.046348408]","[0.15217099, 0.014076366, 0.13114232, 0.04468237]","[0.18838301, 0.0307622, 0.19798598, 0.029084]"
서울 마포구 염리동 155-1,"['form', 'Pizza']",도미노피자 마포점,126.9449520519803,37.54679764344972,", outdoor seating, vegetarian options","[0.2247931, 0.299782, 0.13680255, 0.023920046]","[0.0008684322, 0.010771206, 0.1363306, 0.046348408]","[0.1381198, 0.13605465, 0.13114232, 0.04468237]","[0.0041337293, -0.032304913, 0.19798598, 0.029084]"
서울 마포구 대흥동 241-26,"['Korean cuisine', 'meat', 'Meat', 'Pork belly']",육림촌,126.943940682934,37.5464187481019,"authentic, comfort food, great value","[0.18852618, 0.30283868, 0.1538816, 0.14853188, 0.0054987967]","[0.12735711, 0.11346475, 0.22343624, 0.1500135, 0.16450217]","[0.017013624, 0.1585826, 0.15315904, 0.15217099, 0.014076366]","[0.08109746, 0.17046574, 0.020275917, 0.18838301, 0.0307622]"
서울 마포구 대흥동 441-3,['Korean cuisine'],강릉엄지네꼬막집 마포점,126.94378273237191,37.545788874735166,"authentic, comfort food, family-friendly","[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 염리동 155-12,"['Korean cuisine', 'Seafood', 'Fish']",천장어 풍천민물장어직판장,126.94444074897,37.5465532332854,"authentic, comfort food, fast service","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 대흥동 241-2,"['Chinese food', 'Chinese cuisine']",하오츠,126.943745771409,37.5467871639514,", outdoor seating, family-friendly","[0.2247931, 0.299782, 0.14834175, 0.3696603]","[0.0008684322, 0.010771206, -0.0036287755, 0.18824443]","[0.1381198, 0.13605465, 0.09837278, 0.13068762]","[0.0041337293, -0.032304913, 0.4891515, 0.19484729]"
서울 마포구 염리동 155-1,"['School food', 'stir-fried Rice Cake']",동대문엽기떡볶이 마포공덕점,126.9449905741285,37.546732789483535,", great value, family-friendly","[0.14853188, 0.0054987967, 0.14834175, 0.3696603]","[0.1500135, 0.16450217, -0.0036287755, 0.18824443]","[0.15217099, 0.014076366, 0.09837278, 0.13068762]","[0.18838301, 0.0307622, 0.4891515, 0.19484729]"
서울 마포구 대흥동 244-2,"['a bar', 'a wine bar']",스위그 뱅,126.9432277839538,37.54640939751349,", outdoor seating, family-friendly","[0.2247931, 0.299782, 0.14834175, 0.3696603]","[0.0008684322, 0.010771206, -0.0036287755, 0.18824443]","[0.1381198, 0.13605465, 0.09837278, 0.13068762]","[0.0041337293, -0.032304913, 0.4891515, 0.19484729]"
서울 마포구 대흥동 241-40,"['a bar', 'a cocktail bar']",포루,126.943811751261,37.5463249829337,", family-friendly, fast service","[0.14834175, 0.3696603, 0.12594959, 0.030159144]","[-0.0036287755, 0.18824443, 0.19303492, 0.025797103]","[0.09837278, 0.13068762, 0.03325261, 0.11640163]","[0.4891515, 0.19484729, 0.06442577, 0.060200844]"
서울 마포구 대흥동 241-39,"['form', 'Italian']",동막역,126.943922655007,37.5463151246658,", outdoor seating, vegetarian options","[0.2247931, 0.299782, 0.13680255, 0.023920046]","[0.0008684322, 0.010771206, 0.1363306, 0.046348408]","[0.1381198, 0.13605465, 0.13114232, 0.04468237]","[0.0041337293, -0.032304913, 0.19798598, 0.029084]"
서울 마포구 대흥동 241-17,"['a solar eclipse', 'Sushi', 'roll']",소돌초밥,126.94386816009217,37.54655296248629,", family-friendly, great value","[0.14834175, 0.3696603, 0.14853188, 0.0054987967]","[-0.0036287755, 0.18824443, 0.1500135, 0.16450217]","[0.09837278, 0.13068762, 0.15217099, 0.014076366]","[0.4891515, 0.19484729, 0.18838301, 0.0307622]"
서울 마포구 대흥동 200-3,"['Snack', 'Rice cake', 'Korean traditional cookie']",떡보의하루 마포공덕점,126.943555515514,37.54698168891,", fast service, outdoor seating","[0.12594959, 0.030159144, 0.2247931, 0.299782]","[0.19303492, 0.025797103, 0.0008684322, 0.010771206]","[0.03325261, 0.11640163, 0.1381198, 0.13605465]","[0.06442577, 0.060200844, 0.0041337293, -0.032304913]"
서울 마포구 염리동 157-20,['Korean cuisine'],알렉산더리,126.945131530623,37.5458624900914,"authentic, comfort food, romantic","[0.18852618, 0.30283868, 0.1538816, 0.35158497]","[0.12735711, 0.11346475, 0.22343624, 0.028207535]","[0.017013624, 0.1585826, 0.15315904, 0.06528326]","[0.08109746, 0.17046574, 0.020275917, 0.27855042]"
서울 마포구 염리동 157-22,['form'],사운드키친,126.945098649812,37.5459507727101,", romantic, family-friendly","[0.35158497, 0.14834175, 0.3696603]","[0.028207535, -0.0036287755, 0.18824443]","[0.06528326, 0.09837278, 0.13068762]","[0.27855042, 0.4891515, 0.19484729]"
서울 마포구 염리동 157-21,['Korean cuisine'],파평윤씨,126.945061330501,37.5459192203882,"authentic, comfort food, live music","[0.18852618, 0.30283868, 0.1538816, 0.12957309, 0.13517678]","[0.12735711, 0.11346475, 0.22343624, 0.12981042, 0.088141754]","[0.017013624, 0.1585826, 0.15315904, 0.27513772, 0.09911163]","[0.08109746, 0.17046574, 0.020275917, 0.091147065, 0.10163056]"
서울 마포구 대흥동 466-4,"['a solar eclipse', 'a Japanese restaurant']",육연타,126.94415013517283,37.54627558852393,", live music, great value","[0.12957309, 0.13517678, 0.14853188, 0.0054987967]","[0.12981042, 0.088141754, 0.1500135, 0.16450217]","[0.27513772, 0.09911163, 0.15217099, 0.014076366]","[0.091147065, 0.10163056, 0.18838301, 0.0307622]"
서울 마포구 염리동 155-11,['Snack'],왕코미네탕후루,126.944413273481,37.5469802938157,", live music, fast service","[0.12957309, 0.13517678, 0.12594959, 0.030159144]","[0.12981042, 0.088141754, 0.19303492, 0.025797103]","[0.27513772, 0.09911163, 0.03325261, 0.11640163]","[0.091147065, 0.10163056, 0.06442577, 0.060200844]"
서울 마포구 염리동 155-11,"['a solar eclipse', 'Pork cutlet']",만평우동 대흥역점,126.944415542043,37.546973086893,", romantic, vegetarian options","[0.35158497, 0.13680255, 0.023920046]","[0.028207535, 0.1363306, 0.046348408]","[0.06528326, 0.13114232, 0.04468237]","[0.27855042, 0.19798598, 0.029084]"
서울 마포구 대흥동 441-3,['Korean cuisine'],대박삼겹살김치찜&초대박등갈비김치찜 마포점,126.943774805849,37.5457960789533,"authentic, comfort food, romantic","[0.18852618, 0.30283868, 0.1538816, 0.35158497]","[0.12735711, 0.11346475, 0.22343624, 0.028207535]","[0.017013624, 0.1585826, 0.15315904, 0.06528326]","[0.08109746, 0.17046574, 0.020275917, 0.27855042]"
서울 마포구 대흥동 241-24,['a bar'],술수,126.94348808173,37.5463689774227,", romantic, vegetarian options","[0.35158497, 0.13680255, 0.023920046]","[0.028207535, 0.1363306, 0.046348408]","[0.06528326, 0.13114232, 0.04468237]","[0.27855042, 0.19798598, 0.029084]"
서울 마포구 대흥동 441-3,"['a bar', 'Hope', 'a restaurant']",비어에잇 마포점,126.94376010469291,37.54578345796629,"casual, drinks, nightlife","[0.31494403, 0.1876635, 0.24025336]","[0.15254483, 0.15667692, 0.04578554]","[0.12575321, 0.12686093, 0.067495026]","[0.10456642, 0.10628282, 0.10641015]"
서울 마포구 대흥동 244-2,['form'],글래스풀,126.94324586832,37.546437337173,", vegetarian options, family-friendly","[0.13680255, 0.023920046, 0.14834175, 0.3696603]","[0.1363306, 0.046348408, -0.0036287755, 0.18824443]","[0.13114232, 0.04468237, 0.09837278, 0.13068762]","[0.19798598, 0.029084, 0.4891515, 0.19484729]"
서울 마포구 염리동 161-3,[],광진우체국구내식당,126.944706546602,37.5451946515545,", fast service, romantic","[0.12594959, 0.030159144, 0.35158497]","[0.19303492, 0.025797103, 0.028207535]","[0.03325261, 0.11640163, 0.06528326]","[0.06442577, 0.060200844, 0.27855042]"
서울 마포구 염리동 161-3,['Cafeteria'],한국컴퓨터직원식당,126.94474846020772,37.54513340323389,", family-friendly, great value","[0.14834175, 0.3696603, 0.14853188, 0.0054987967]","[-0.0036287755, 0.18824443, 0.1500135, 0.16450217]","[0.09837278, 0.13068762, 0.15217099, 0.014076366]","[0.4891515, 0.19484729, 0.18838301, 0.0307622]"
서울 마포구 대흥동 441-3,"['Korean cuisine', 'meat', 'Meat', 'a chicken dish']",그집곱닭도리탕 서울마포점,126.943782736432,37.545783468743,"authentic, comfort food, live music","[0.18852618, 0.30283868, 0.1538816, 0.12957309, 0.13517678]","[0.12735711, 0.11346475, 0.22343624, 0.12981042, 0.088141754]","[0.017013624, 0.1585826, 0.15315904, 0.27513772, 0.09911163]","[0.08109746, 0.17046574, 0.020275917, 0.091147065, 0.10163056]"
서울 마포구 대흥동 242-1,['a solar eclipse'],나루,126.943363455547,37.5465680384711,", fast service, vegetarian options","[0.12594959, 0.030159144, 0.13680255, 0.023920046]","[0.19303492, 0.025797103, 0.1363306, 0.046348408]","[0.03325261, 0.11640163, 0.13114232, 0.04468237]","[0.06442577, 0.060200844, 0.19798598, 0.029084]"
서울 마포구 염리동 173-21,"['Korean cuisine', 'meat', 'Meat', 'Bulgogi', 'a double whammy']",역전회관,126.947007522969,37.5429215843826,"authentic, comfort food, family-friendly","[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 염리동 168-9,"['a bar', 'Hope', 'a restaurant']",미스터리브루잉컴퍼니,126.94750919056996,37.54397417572503,"casual, drinks, nightlife","[0.31494403, 0.1876635, 0.24025336]","[0.15254483, 0.15667692, 0.04578554]","[0.12575321, 0.12686093, 0.067495026]","[0.10456642, 0.10628282, 0.10641015]"
서울 마포구 염리동 168-9,"['Korean cuisine', 'meat', 'Meat', 'rib']",송추가마골 인어반 마포점,126.94751824810002,37.5439669717565,"authentic, comfort food, outdoor seating","[0.18852618, 0.30283868, 0.1538816, 0.2247931, 0.299782]","[0.12735711, 0.11346475, 0.22343624, 0.0008684322, 0.010771206]","[0.017013624, 0.1585826, 0.15315904, 0.1381198, 0.13605465]","[0.08109746, 0.17046574, 0.020275917, 0.0041337293, -0.032304913]"
서울 마포구 염리동 172-15,['Korean cuisine'],마포낙지한마리수제비 마포점,126.946893859873,37.5436387288475,"authentic, comfort food, family-friendly","[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 대흥동 802,"['Korean cuisine', 'Seafood', 'Fish']",김미정남원추어탕삼계탕,126.945245760291,37.5443984195496,"authentic, comfort food, outdoor seating","[0.18852618, 0.30283868, 0.1538816, 0.2247931, 0.299782]","[0.12735711, 0.11346475, 0.22343624, 0.0008684322, 0.010771206]","[0.017013624, 0.1585826, 0.15315904, 0.1381198, 0.13605465]","[0.08109746, 0.17046574, 0.020275917, 0.0041337293, -0.032304913]"
서울 마포구 염리동 164-4,['School food'],오토김밥 공덕점,126.94598788690062,37.54464923911307,", vegetarian options, outdoor seating","[0.13680255, 0.023920046, 0.2247931, 0.299782]","[0.1363306, 0.046348408, 0.0008684322, 0.010771206]","[0.13114232, 0.04468237, 0.1381198, 0.13605465]","[0.19798598, 0.029084, 0.0041337293, -0.032304913]"
서울 마포구 염리동 168-9,"['Korean cuisine', 'Seafood', 'Fish', 'Oyster']",육미전복,126.94751823041511,37.54399219972906,"authentic, comfort food, great value","[0.18852618, 0.30283868, 0.1538816, 0.14853188, 0.0054987967]","[0.12735711, 0.11346475, 0.22343624, 0.1500135, 0.16450217]","[0.017013624, 0.1585826, 0.15315904, 0.15217099, 0.014076366]","[0.08109746, 0.17046574, 0.020275917, 0.18838301, 0.0307622]"
서울 마포구 공덕동 476,"['a solar eclipse', 'Pork cutlet']",우동이요이요 2호점,126.94769067729725,37.54496805840678,", fast service, romantic","[0.12594959, 0.030159144, 0.35158497]","[0.19303492, 0.025797103, 0.028207535]","[0.03325261, 0.11640163, 0.06528326]","[0.06442577, 0.060200844, 0.27855042]"
서울 마포구 염리동 168-9,"['a bar', 'a Japanese restaurant']",호시쿠즈,126.947482017969,37.5439957876264,", live music, romantic","[0.12957309, 0.13517678, 0.35158497]","[0.12981042, 0.088141754, 0.028207535]","[0.27513772, 0.09911163, 0.06528326]","[0.091147065, 0.10163056, 0.27855042]"
서울 마포구 염리동 168-9,['Salad'],포케올데이 공덕점,126.9474808857773,37.54399668812217,", fast service, outdoor seating","[0.12594959, 0.030159144, 0.2247931, 0.299782]","[0.19303492, 0.025797103, 0.0008684322, 0.010771206]","[0.03325261, 0.11640163, 0.1381198, 0.13605465]","[0.06442577, 0.060200844, 0.0041337293, -0.032304913]"
서울 마포구 염리동 168-9,['Korean cuisine'],채담화 공덕본점,126.947472968018,37.5439921796039,"authentic, comfort food, great value","[0.18852618, 0.30283868, 0.1538816, 0.14853188, 0.0054987967]","[0.12735711, 0.11346475, 0.22343624, 0.1500135, 0.16450217]","[0.017013624, 0.1585826, 0.15315904, 0.15217099, 0.014076366]","[0.08109746, 0.17046574, 0.020275917, 0.18838301, 0.0307622]"
서울 마포구 염리동 168-9,['Korean cuisine'],황태뚝배기해장국,126.947472968018,37.5439921796039,"authentic, comfort food, fast service","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 공덕동 476,"['a bar', 'a cocktail bar']",팩토리엠,126.94749491677372,37.54496526852817,", great value, live music","[0.14853188, 0.0054987967, 0.12957309, 0.13517678]","[0.1500135, 0.16450217, 0.12981042, 0.088141754]","[0.15217099, 0.014076366, 0.27513772, 0.09911163]","[0.18838301, 0.0307622, 0.091147065, 0.10163056]"
서울 마포구 염리동 168-9,"['Korean cuisine', 'meat', 'Meat']",무쇠뚜껑,126.947518230415,37.5439921997291,"authentic, comfort food, outdoor seating","[0.18852618, 0.30283868, 0.1538816, 0.2247931, 0.299782]","[0.12735711, 0.11346475, 0.22343624, 0.0008684322, 0.010771206]","[0.017013624, 0.1585826, 0.15315904, 0.1381198, 0.13605465]","[0.08109746, 0.17046574, 0.020275917, 0.0041337293, -0.032304913]"
서울 마포구 염리동 168-9,"['Buffet', 'Korean buffet']",전주밥차 공덕점,126.947512590934,37.5439660682428,"authentic, comfort food, vegetarian options","[0.18852618, 0.30283868, 0.1538816, 0.13680255, 0.023920046]","[0.12735711, 0.11346475, 0.22343624, 0.1363306, 0.046348408]","[0.017013624, 0.1585826, 0.15315904, 0.13114232, 0.04468237]","[0.08109746, 0.17046574, 0.020275917, 0.19798598, 0.029084]"
서울 마포구 염리동 168-9,"['Chinese food', 'Chinese cuisine']",땀뽕,126.947535184872,37.544019237242,", great value, fast service","[0.14853188, 0.0054987967, 0.12594959, 0.030159144]","[0.1500135, 0.16450217, 0.19303492, 0.025797103]","[0.15217099, 0.014076366, 0.03325261, 0.11640163]","[0.18838301, 0.0307622, 0.06442577, 0.060200844]"
서울 마포구 염리동 172-14,"['Korean cuisine', 'meat', 'Meat', 'Pork belly']",냉삼시대,126.947149647178,37.54355955566139,"authentic, comfort food, fast service","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 염리동 172-14,"['Korean cuisine', 'Seafood', 'Fish']",바다양푼이동태탕 마포염리점,126.947056864898,37.5435523061043,"authentic, comfort food, outdoor seating","[0.18852618, 0.30283868, 0.1538816, 0.2247931, 0.299782]","[0.12735711, 0.11346475, 0.22343624, 0.0008684322, 0.010771206]","[0.017013624, 0.1585826, 0.15315904, 0.1381198, 0.13605465]","[0.08109746, 0.17046574, 0.020275917, 0.0041337293, -0.032304913]"
서울 마포구 공덕동 476,['a bar'],하이바이볼,126.94759117630744,37.5448571913909,", romantic, live music","[0.35158497, 0.12957309, 0.13517678]","[0.028207535, 0.12981042, 0.088141754]","[0.06528326, 0.27513772, 0.09911163]","[0.27855042, 0.091147065, 0.10163056]"
서울 마포구 염리동 161-7,"['Korean cuisine', 'meat', 'Meat']",램하우스,126.945416381733,37.5447345712442,"authentic, comfort food, outdoor seating","[0.18852618, 0.30283868, 0.1538816, 0.2247931, 0.299782]","[0.12735711, 0.11346475, 0.22343624, 0.0008684322, 0.010771206]","[0.017013624, 0.1585826, 0.15315904, 0.1381198, 0.13605465]","[0.08109746, 0.17046574, 0.020275917, 0.0041337293, -0.032304913]"
서울 마포구 염리동 168-9,"['Korean cuisine', 'meat', 'Meat', 'pig hocks', 'Bossam']",굴국밥전문점,126.947472968018,37.5439921796039,"authentic, comfort food, romantic","[0.18852618, 0.30283868, 0.1538816, 0.35158497]","[0.12735711, 0.11346475, 0.22343624, 0.028207535]","[0.017013624, 0.1585826, 0.15315904, 0.06528326]","[0.08109746, 0.17046574, 0.020275917, 0.27855042]"
서울 마포구 도화동 560,['Korean cuisine'],순대국,126.947619681201,37.542931768503,"authentic, comfort food, great value","[0.18852618, 0.30283868, 0.1538816, 0.14853188, 0.0054987967]","[0.12735711, 0.11346475, 0.22343624, 0.1500135, 0.16450217]","[0.017013624, 0.1585826, 0.15315904, 0.15217099, 0.014076366]","[0.08109746, 0.17046574, 0.020275917, 0.18838301, 0.0307622]"
서울 마포구 염리동 172-14,"['Korean cuisine', 'meat']",생고기한판,126.947074959559,37.5435667302054,"authentic, comfort food, fast service","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 염리동 168-9,"['a fusion dish', 'Fusion Korean food']",킹스덮밥 마포재화스퀘어점,126.947472968018,37.5439921796039,"authentic, comfort food, outdoor seating","[0.18852618, 0.30283868, 0.1538816, 0.2247931, 0.299782]","[0.12735711, 0.11346475, 0.22343624, 0.0008684322, 0.010771206]","[0.017013624, 0.1585826, 0.15315904, 0.1381198, 0.13605465]","[0.08109746, 0.17046574, 0.020275917, 0.0041337293, -0.032304913]"
서울 마포구 공덕동 478,['Korean cuisine'],락희옥 마포본점,126.9491588210174,37.5442451972782,"authentic, comfort food, vegetarian options","[0.18852618, 0.30283868, 0.1538816, 0.13680255, 0.023920046]","[0.12735711, 0.11346475, 0.22343624, 0.1363306, 0.046348408]","[0.017013624, 0.1585826, 0.15315904, 0.13114232, 0.04468237]","[0.08109746, 0.17046574, 0.020275917, 0.19798598, 0.029084]"
서울 마포구 공덕동 478,['a solar eclipse'],함루,126.94880339846962,37.54440812458142,", outdoor seating, fast service","[0.2247931, 0.299782, 0.12594959, 0.030159144]","[0.0008684322, 0.010771206, 0.19303492, 0.025797103]","[0.1381198, 0.13605465, 0.03325261, 0.11640163]","[0.0041337293, -0.032304913, 0.06442577, 0.060200844]"
서울 마포구 공덕동 476,['Korean cuisine'],곰탕반,126.94831539547532,37.54483949061446,"authentic, comfort food, family-friendly","[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 공덕동 478,"['a solar eclipse', 'Sushi', 'roll']",김재운초밥사랑,126.94881235489731,37.544548684344086,", fast service, romantic","[0.12594959, 0.030159144, 0.35158497]","[0.19303492, 0.025797103, 0.028207535]","[0.03325261, 0.11640163, 0.06528326]","[0.06442577, 0.060200844, 0.27855042]"
서울 마포구 공덕동 476,"['Korean cuisine', 'meat', 'Meat']",라무진 공덕점,126.947757527599,37.5448428491182,"authentic, comfort food, fast service","[0.18852618, 0.30283868, 0.1538816, 0.12594959, 0.030159144]","[0.12735711, 0.11346475, 0.22343624, 0.19303492, 0.025797103]","[0.017013624, 0.1585826, 0.15315904, 0.03325261, 0.11640163]","[0.08109746, 0.17046574, 0.020275917, 0.06442577, 0.060200844]"
서울 마포구 공덕동 476,"['Snack', 'Confectionery', 'Bakery']",타쿠미야,126.947829920631,37.5448825250873,", outdoor seating, fast service","[0.2247931, 0.299782, 0.12594959, 0.030159144]","[0.0008684322, 0.010771206, 0.19303492, 0.025797103]","[0.1381198, 0.13605465, 0.03325261, 0.11640163]","[0.0041337293, -0.032304913, 0.06442577, 0.060200844]"
서울 마포구 공덕동 478,"['Korean cuisine', 'meat', 'Meat']",솥고집 공덕점,126.94923805614036,37.544207389396846,"authentic, comfort food, live music","[0.18852618, 0.30283868, 0.1538816, 0.12957309, 0.13517678]","[0.12735711, 0.11346475, 0.22343624, 0.12981042, 0.088141754]","[0.017013624, 0.1585826, 0.15315904, 0.27513772, 0.09911163]","[0.08109746, 0.17046574, 0.020275917, 0.091147065, 0.10163056]"
서울 마포구 공덕동 467,"['a solar eclipse', 'Pork cutlet', 'Udon']",25카츠 공덕점,126.950219933099,37.5446889409954,", fast service, vegetarian options","[0.12594959, 0.030159144, 0.13680255, 0.023920046]","[0.19303492, 0.025797103, 0.1363306, 0.046348408]","[0.03325261, 0.11640163, 0.13114232, 0.04468237]","[0.06442577, 0.060200844, 0.19798598, 0.029084]"
서울 마포구 공덕동 445-1,"['Korean cuisine', 'meat', 'Meat', 'Pork belly']",더삼겹170,126.94926515382,37.5442956989705,"authentic, comfort food, family-friendly","[0.18852618, 0.30283868, 0.1538816, 0.14834175, 0.3696603]","[0.12735711, 0.11346475, 0.22343624, -0.0036287755, 0.18824443]","[0.017013624, 0.1585826, 0.15315904, 0.09837278, 0.13068762]","[0.08109746, 0.17046574, 0.020275917, 0.4891515, 0.19484729]"
서울 마포구 공덕동 461,"['Snack', 'Confectionery', 'Bakery']",뚜레쥬르 공덕역점,126.949944261228,37.5440437089964,", family-friendly, great value","[0.14834175, 0.3696603, 0.14853188, 0.0054987967]","[-0.0036287755, 0.18824443, 0.1500135, 0.16450217]","[0.09837278, 0.13068762, 0.15217099, 0.014076366]","[0.4891515, 0.19484729, 0.18838301, 0.0307622]"
서울 마포구 공덕동 479,"['Snack', 'Confectionery', 'Bakery']",뺑스톡 공덕점,126.94938355325522,37.54490933024531,", live music, outdoor seating","[0.12957309, 0.13517678, 0.2247931, 0.299782]","[0.12981042, 0.088141754, 0.0008684322, 0.010771206]","[0.27513772, 0.09911163, 0.1381198, 0.13605465]","[0.091147065, 0.10163056, 0.0041337293, -0.032304913]"
서울 마포구 공덕동 478,"['a solar eclipse', 'Sushi', 'roll']",이아초밥,126.9489979437713,37.54453164566282,", romantic, outdoor seating","[0.35158497, 0.2247931, 0.299782]","[0.028207535, 0.0008684322, 0.010771206]","[0.06528326, 0.1381198, 0.13605465]","[0.27855042, 0.0041337293, -0.032304913]"
서울 마포구 공덕동 476,['form'],트라고,126.947761983477,37.5449437629957,", outdoor seating, great value","[0.2247931, 0.299782, 0.14853188, 0.0054987967]","[0.0008684322, 0.010771206, 0.1500135, 0.16450217]","[0.1381198, 0.13605465, 0.15217099, 0.014076366]","[0.0041337293, -0.032304913, 0.18838301, 0.0307622]"
서울 마포구 공덕동 478,"['a bar', 'Hope', 'a restaurant']",생활맥주 공덕역점,126.949039887227,37.5444208408659,"casual, drinks, nightlife","[0.31494403, 0.1876635, 0.24025336]","[0.15254483, 0.15667692, 0.04578554]","[0.12575321, 0.12686093, 0.067495026]","[0.10456642, 0.10628282, 0.10641015]"
서울 마포구 공덕동 476,['form'],노모어피자 공덕점,126.948607395056,37.54476123113112,", family-friendly, fast service","[0.14834175, 0.3696603, 0.12594959, 0.030159144]","[-0.0036287755, 0.18824443, 0.19303492, 0.025797103]","[0.09837278, 0.13068762, 0.03325261, 0.11640163]","[0.4891515, 0.19484729, 0.06442577, 0.060200844]"
